place,date,value,StringencyIndex_Average_ForDisplay
Workplaces,2020-06-07,53.714285714285715,35.19
Retail & recreation,2020-06-07,37.714285714285715,35.19
Grocery & pharmacy,2020-06-07,81.14285714285714,35.19
Residential,2020-06-07,118.28571428571429,35.19
Transit stations,2020-06-08,44.714285714285715,40.74
Workplaces,2020-06-08,54,40.74
Retail & recreation,2020-06-08,38,40.74
Grocery & pharmacy,2020-06-08,81.14285714285714,40.74
Residential,2020-06-08,118.14285714285714,40.74
Transit stations,2020-06-09,44.57142857142857,40.74
Workplaces,2020-06-09,54.285714285714285,40.74
Retail & recreation,2020-06-09,38.285714285714285,40.74
Grocery & pharmacy,2020-06-09,81.14285714285714,40.74
Residential,2020-06-09,118,40.74
Transit stations,2020-06-10,45.714285714285715,40.74
Workplaces,2020-06-10,55.57142857142857,40.74
Retail & recreation,2020-06-10,39,40.74
Grocery & pharmacy,2020-06-10,81.85714285714286,40.74
Residential,2020-06-10,117.57142857142857,40.74
Transit stations,2020-06-11,46.42857142857143,40.74
Workplaces,2020-06-11,56.857142857142854,40.74
Retail & recreation,2020-06-11,39.57142857142857,40.74
Grocery & pharmacy,2020-06-11,82.28571428571429,40.74
Residential,2020-06-11,117.28571428571429,40.74
Transit stations,2020-06-12,47,37.04
Workplaces,2020-06-12,57.142857142857146,37.04
Retail & recreation,2020-06-12,41,37.04
Grocery & pharmacy,2020-06-12,82.71428571428571,37.04
Residential,2020-06-12,117.14285714285714,37.04
Transit stations,2020-06-13,47.285714285714285,37.04
Workplaces,2020-06-13,57.42857142857143,37.04
Retail & recreation,2020-06-13,42.142857142857146,37.04
Grocery & pharmacy,2020-06-13,83.28571428571429,37.04
Residential,2020-06-13,117,37.04
Transit stations,2020-06-14,48.142857142857146,37.04
Workplaces,2020-06-14,57.714285714285715,37.04
Retail & recreation,2020-06-14,43.42857142857143,37.04
Grocery & pharmacy,2020-06-14,84,37.04
Residential,2020-06-14,116.71428571428571,37.04
Transit stations,2020-06-15,48.42857142857143,37.04
Workplaces,2020-06-15,57.714285714285715,37.04
Retail & recreation,2020-06-15,44.142857142857146,37.04
Grocery & pharmacy,2020-06-15,84.28571428571429,37.04
Residential,2020-06-15,116.57142857142857,37.04
Transit stations,2020-06-16,49.142857142857146,37.04
Workplaces,2020-06-16,57.857142857142854,37.04
Retail & recreation,2020-06-16,45.285714285714285,37.04
Grocery & pharmacy,2020-06-16,85.14285714285714,37.04
Residential,2020-06-16,116.28571428571429,37.04
Transit stations,2020-06-17,50,37.04
Workplaces,2020-06-17,58.42857142857143,37.04
Retail & recreation,2020-06-17,46.42857142857143,37.04
Grocery & pharmacy,2020-06-17,86.14285714285714,37.04
Residential,2020-06-17,116,37.04
Transit stations,2020-06-18,50.285714285714285,37.04
Workplaces,2020-06-18,59.142857142857146,37.04
Retail & recreation,2020-06-18,47.142857142857146,37.04
Grocery & pharmacy,2020-06-18,86.57142857142857,37.04
Residential,2020-06-18,115.85714285714286,37.04
Transit stations,2020-06-19,50.42857142857143,37.04
Workplaces,2020-06-19,59,37.04
Retail & recreation,2020-06-19,47.285714285714285,37.04
Grocery & pharmacy,2020-06-19,86.71428571428571,37.04
Residential,2020-06-19,115.71428571428571,37.04
Transit stations,2020-06-20,50.857142857142854,37.04
Workplaces,2020-06-20,58.857142857142854,37.04
Retail & recreation,2020-06-20,47.57142857142857,37.04
Grocery & pharmacy,2020-06-20,87.14285714285714,37.04
Residential,2020-06-20,115.42857142857143,37.04
Transit stations,2020-06-21,51.57142857142857,37.04
Workplaces,2020-06-21,59,37.04
Retail & recreation,2020-06-21,48,37.04
Grocery & pharmacy,2020-06-21,88,37.04
Residential,2020-06-21,115.14285714285714,37.04
Transit stations,2020-06-22,52.857142857142854,37.04
Workplaces,2020-06-22,59.42857142857143,37.04
Retail & recreation,2020-06-22,48.714285714285715,37.04
Grocery & pharmacy,2020-06-22,89.28571428571429,37.04
Residential,2020-06-22,114.71428571428571,37.04
Transit stations,2020-06-23,53.42857142857143,37.04
Workplaces,2020-06-23,59.57142857142857,37.04
Retail & recreation,2020-06-23,49,37.04
Grocery & pharmacy,2020-06-23,89.57142857142857,37.04
Residential,2020-06-23,114.57142857142857,37.04
Transit stations,2020-06-24,52.57142857142857,37.04
Workplaces,2020-06-24,59,37.04
Retail & recreation,2020-06-24,48.714285714285715,37.04
Grocery & pharmacy,2020-06-24,88.85714285714286,37.04
Residential,2020-06-24,114.85714285714286,37.04
Transit stations,2020-06-25,52.285714285714285,37.04
Workplaces,2020-06-25,58.57142857142857,37.04
Retail & recreation,2020-06-25,49,37.04
Grocery & pharmacy,2020-06-25,88.57142857142857,37.04
Residential,2020-06-25,115,37.04
Transit stations,2020-06-26,52.142857142857146,37.04
Workplaces,2020-06-26,58.857142857142854,37.04
Retail & recreation,2020-06-26,49,37.04
Grocery & pharmacy,2020-06-26,88.42857142857143,37.04
Residential,2020-06-26,115,37.04
Transit stations,2020-06-27,51.857142857142854,37.04
Workplaces,2020-06-27,59.285714285714285,37.04
Retail & recreation,2020-06-27,49.42857142857143,37.04
Grocery & pharmacy,2020-06-27,88.14285714285714,37.04
Residential,2020-06-27,115,37.04
Transit stations,2020-06-28,51.57142857142857,37.04
Workplaces,2020-06-28,59.42857142857143,37.04
Retail & recreation,2020-06-28,49.714285714285715,37.04
Grocery & pharmacy,2020-06-28,87.42857142857143,37.04
Residential,2020-06-28,115,37.04
Transit stations,2020-06-29,51.285714285714285,37.04
Workplaces,2020-06-29,59.57142857142857,37.04
Retail & recreation,2020-06-29,50,37.04
Grocery & pharmacy,2020-06-29,86.71428571428571,37.04
Residential,2020-06-29,115,37.04
Transit stations,2020-06-30,51.142857142857146,37.04
Workplaces,2020-06-30,59.857142857142854,37.04
Retail & recreation,2020-06-30,50.285714285714285,37.04
Grocery & pharmacy,2020-06-30,86.28571428571429,37.04
Residential,2020-06-30,115,37.04
Transit stations,2020-07-01,52.285714285714285,37.04
Workplaces,2020-07-01,60.714285714285715,37.04
Retail & recreation,2020-07-01,51.42857142857143,37.04
Grocery & pharmacy,2020-07-01,86.28571428571429,37.04
Residential,2020-07-01,114.57142857142857,37.04
Transit stations,2020-07-02,53.57142857142857,37.04
Workplaces,2020-07-02,61.142857142857146,37.04
Retail & recreation,2020-07-02,52.57142857142857,37.04
Grocery & pharmacy,2020-07-02,86.42857142857143,37.04
Residential,2020-07-02,114.28571428571429,37.04
Transit stations,2020-07-03,54.57142857142857,37.04
Workplaces,2020-07-03,61.285714285714285,37.04
Retail & recreation,2020-07-03,53.857142857142854,37.04
Grocery & pharmacy,2020-07-03,86.85714285714286,37.04
Residential,2020-07-03,113.85714285714286,37.04
Transit stations,2020-07-04,55.285714285714285,37.04
Workplaces,2020-07-04,61.285714285714285,37.04
Retail & recreation,2020-07-04,54.57142857142857,37.04
Grocery & pharmacy,2020-07-04,86.85714285714286,37.04
Residential,2020-07-04,113.71428571428571,37.04
Transit stations,2020-07-05,55.57142857142857,37.04
Workplaces,2020-07-05,61.42857142857143,37.04
Retail & recreation,2020-07-05,55.285714285714285,37.04
Grocery & pharmacy,2020-07-05,86.71428571428571,37.04
Residential,2020-07-05,113.57142857142857,37.04
Transit stations,2020-07-06,56,37.04
Workplaces,2020-07-06,61.57142857142857,37.04
Retail & recreation,2020-07-06,56,37.04
Grocery & pharmacy,2020-07-06,86.57142857142857,37.04
Residential,2020-07-06,113.42857142857143,37.04
Transit stations,2020-07-07,57.285714285714285,37.04
Workplaces,2020-07-07,61.714285714285715,37.04
Retail & recreation,2020-07-07,57.142857142857146,37.04
Grocery & pharmacy,2020-07-07,86.85714285714286,37.04
Residential,2020-07-07,112.85714285714286,37.04
Transit stations,2020-07-08,58.57142857142857,37.04
Workplaces,2020-07-08,62.285714285714285,37.04
Retail & recreation,2020-07-08,57.714285714285715,37.04
Grocery & pharmacy,2020-07-08,87.28571428571429,37.04
Residential,2020-07-08,112.57142857142857,37.04
Transit stations,2020-07-09,60,37.04
Workplaces,2020-07-09,62.857142857142854,37.04
Retail & recreation,2020-07-09,58.42857142857143,37.04
Grocery & pharmacy,2020-07-09,87.71428571428571,37.04
Residential,2020-07-09,112.14285714285714,37.04
Transit stations,2020-07-10,60.142857142857146,37.04
Workplaces,2020-07-10,62.857142857142854,37.04
Retail & recreation,2020-07-10,58.57142857142857,37.04
Grocery & pharmacy,2020-07-10,87.71428571428571,37.04
Residential,2020-07-10,112.14285714285714,37.04
Transit stations,2020-07-11,60.42857142857143,37.04
Workplaces,2020-07-11,62.857142857142854,37.04
Retail & recreation,2020-07-11,59.142857142857146,37.04
Grocery & pharmacy,2020-07-11,87.85714285714286,37.04
Residential,2020-07-11,112,37.04
Transit stations,2020-07-12,60.42857142857143,37.04
Workplaces,2020-07-12,63,37.04
Retail & recreation,2020-07-12,60.42857142857143,37.04
Grocery & pharmacy,2020-07-12,88,37.04
Residential,2020-07-12,111.85714285714286,37.04
Transit stations,2020-07-13,60.57142857142857,37.04
Workplaces,2020-07-13,63.285714285714285,37.04
Retail & recreation,2020-07-13,62,37.04
Grocery & pharmacy,2020-07-13,88.28571428571429,37.04
Residential,2020-07-13,111.57142857142857,37.04
Transit stations,2020-07-14,60.42857142857143,37.04
Workplaces,2020-07-14,63.57142857142857,37.04
Retail & recreation,2020-07-14,63.142857142857146,37.04
Grocery & pharmacy,2020-07-14,88.28571428571429,37.04
Residential,2020-07-14,111.42857142857143,37.04
Transit stations,2020-07-15,60,37.04
Workplaces,2020-07-15,63.57142857142857,37.04
Retail & recreation,2020-07-15,64.14285714285714,37.04
Grocery & pharmacy,2020-07-15,88.14285714285714,37.04
Residential,2020-07-15,111.28571428571429,37.04
Transit stations,2020-07-16,59.285714285714285,37.04
Workplaces,2020-07-16,63.57142857142857,37.04
Retail & recreation,2020-07-16,65.28571428571429,37.04
Grocery & pharmacy,2020-07-16,88,37.04
Residential,2020-07-16,111.28571428571429,37.04
Transit stations,2020-07-17,59.285714285714285,37.04
Workplaces,2020-07-17,63.57142857142857,37.04
Retail & recreation,2020-07-17,66.71428571428571,37.04
Grocery & pharmacy,2020-07-17,88.28571428571429,37.04
Residential,2020-07-17,111.14285714285714,37.04
Transit stations,2020-07-18,59.285714285714285,37.04
Workplaces,2020-07-18,63.57142857142857,37.04
Retail & recreation,2020-07-18,67.85714285714286,37.04
Grocery & pharmacy,2020-07-18,88.42857142857143,37.04
Residential,2020-07-18,110.85714285714286,37.04
Transit stations,2020-07-19,59.714285714285715,37.04
Workplaces,2020-07-19,63.57142857142857,37.04
Retail & recreation,2020-07-19,68.42857142857143,37.04
Grocery & pharmacy,2020-07-19,88.71428571428571,37.04
Residential,2020-07-19,110.71428571428571,37.04
Transit stations,2020-07-20,59.714285714285715,37.04
Workplaces,2020-07-20,63.285714285714285,37.04
Retail & recreation,2020-07-20,68.57142857142857,37.04
Grocery & pharmacy,2020-07-20,88.85714285714286,37.04
Residential,2020-07-20,110.71428571428571,37.04
Transit stations,2020-07-21,59.857142857142854,37.04
Workplaces,2020-07-21,63,37.04
Retail & recreation,2020-07-21,68.71428571428571,37.04
Grocery & pharmacy,2020-07-21,88.57142857142857,37.04
Residential,2020-07-21,110.71428571428571,37.04
Transit stations,2020-07-22,59.57142857142857,37.04
Workplaces,2020-07-22,62.857142857142854,37.04
Retail & recreation,2020-07-22,68.71428571428571,37.04
Grocery & pharmacy,2020-07-22,88.14285714285714,37.04
Residential,2020-07-22,110.85714285714286,37.04
Transit stations,2020-07-23,59.857142857142854,37.04
Workplaces,2020-07-23,63,37.04
Retail & recreation,2020-07-23,69,37.04
Grocery & pharmacy,2020-07-23,88,37.04
Residential,2020-07-23,110.85714285714286,37.04
Transit stations,2020-07-24,59.285714285714285,37.04
Workplaces,2020-07-24,62.57142857142857,37.04
Retail & recreation,2020-07-24,68.42857142857143,37.04
Grocery & pharmacy,2020-07-24,87.28571428571429,37.04
Residential,2020-07-24,111,37.04
Transit stations,2020-07-25,59.42857142857143,37.04
Workplaces,2020-07-25,62.57142857142857,37.04
Retail & recreation,2020-07-25,68.71428571428571,37.04
Grocery & pharmacy,2020-07-25,87.28571428571429,37.04
Residential,2020-07-25,111.14285714285714,37.04
Transit stations,2020-07-26,59.857142857142854,37.04
Workplaces,2020-07-26,62.285714285714285,37.04
Retail & recreation,2020-07-26,69.28571428571429,37.04
Grocery & pharmacy,2020-07-26,87.42857142857143,37.04
Residential,2020-07-26,111,37.04
Transit stations,2020-07-27,60.42857142857143,37.04
Workplaces,2020-07-27,62.142857142857146,37.04
Retail & recreation,2020-07-27,70.28571428571429,37.04
Grocery & pharmacy,2020-07-27,87.71428571428571,37.04
Residential,2020-07-27,110.85714285714286,37.04
Transit stations,2020-07-28,60.857142857142854,37.04
Workplaces,2020-07-28,61.857142857142854,37.04
Retail & recreation,2020-07-28,70.71428571428571,37.04
Grocery & pharmacy,2020-07-28,87.85714285714286,37.04
Residential,2020-07-28,110.57142857142857,37.04
Transit stations,2020-07-29,61.857142857142854,37.04
Workplaces,2020-07-29,62,37.04
Retail & recreation,2020-07-29,71.28571428571429,37.04
Grocery & pharmacy,2020-07-29,88.14285714285714,37.04
Residential,2020-07-29,110.28571428571429,37.04
Transit stations,2020-07-30,62.285714285714285,37.04
Workplaces,2020-07-30,62,37.04
Retail & recreation,2020-07-30,72,37.04
Grocery & pharmacy,2020-07-30,88.42857142857143,37.04
Residential,2020-07-30,110.14285714285714,37.04
Transit stations,2020-07-31,63.285714285714285,37.04
Workplaces,2020-07-31,62.285714285714285,37.04
Retail & recreation,2020-07-31,74,37.04
Grocery & pharmacy,2020-07-31,88.85714285714286,37.04
Residential,2020-07-31,109.71428571428571,37.04
Transit stations,2020-08-01,63.285714285714285,37.04
Workplaces,2020-08-01,62.142857142857146,37.04
Retail & recreation,2020-08-01,75,37.04
Grocery & pharmacy,2020-08-01,88.42857142857143,37.04
Residential,2020-08-01,109.57142857142857,37.04
Transit stations,2020-08-02,63,37.04
Workplaces,2020-08-02,62.142857142857146,37.04
Retail & recreation,2020-08-02,76.28571428571429,37.04
Grocery & pharmacy,2020-08-02,88,37.04
Residential,2020-08-02,109.57142857142857,37.04
Transit stations,2020-08-03,62.857142857142854,37.04
Workplaces,2020-08-03,62.142857142857146,37.04
Retail & recreation,2020-08-03,76.28571428571429,37.04
Grocery & pharmacy,2020-08-03,87.57142857142857,37.04
Residential,2020-08-03,109.42857142857143,37.04
Transit stations,2020-08-04,62.57142857142857,37.04
Workplaces,2020-08-04,62.142857142857146,37.04
Retail & recreation,2020-08-04,76.42857142857143,37.04
Grocery & pharmacy,2020-08-04,87.42857142857143,37.04
Residential,2020-08-04,109.42857142857143,37.04
Transit stations,2020-08-05,62.42857142857143,37.04
Workplaces,2020-08-05,62.285714285714285,37.04
Retail & recreation,2020-08-05,76.57142857142857,37.04
Grocery & pharmacy,2020-08-05,87.42857142857143,37.04
Residential,2020-08-05,109.28571428571429,37.04
Transit stations,2020-08-06,62.42857142857143,37.04
Workplaces,2020-08-06,62.42857142857143,37.04
Retail & recreation,2020-08-06,76.57142857142857,37.04
Grocery & pharmacy,2020-08-06,87.42857142857143,37.04
Residential,2020-08-06,109.14285714285714,37.04
Transit stations,2020-08-07,62.285714285714285,37.04
Workplaces,2020-08-07,62.57142857142857,37.04
Retail & recreation,2020-08-07,77.14285714285714,37.04
Grocery & pharmacy,2020-08-07,87.42857142857143,37.04
Residential,2020-08-07,109.14285714285714,37.04
Transit stations,2020-08-08,62.42857142857143,37.04
Workplaces,2020-08-08,62.714285714285715,37.04
Retail & recreation,2020-08-08,78,37.04
Grocery & pharmacy,2020-08-08,87.71428571428571,37.04
Residential,2020-08-08,109,37.04
Transit stations,2020-08-09,62.57142857142857,37.04
Workplaces,2020-08-09,62.857142857142854,37.04
Retail & recreation,2020-08-09,78.28571428571429,37.04
Grocery & pharmacy,2020-08-09,88,37.04
Residential,2020-08-09,108.85714285714286,37.04
Transit stations,2020-08-10,62.42857142857143,37.04
Workplaces,2020-08-10,62.857142857142854,37.04
Retail & recreation,2020-08-10,78.14285714285714,37.04
Grocery & pharmacy,2020-08-10,88,37.04
Residential,2020-08-10,109,37.04
Transit stations,2020-08-11,62.42857142857143,37.04
Workplaces,2020-08-11,63.142857142857146,37.04
Retail & recreation,2020-08-11,78.42857142857143,37.04
Grocery & pharmacy,2020-08-11,88,37.04
Residential,2020-08-11,109.14285714285714,37.04
Transit stations,2020-08-12,62.142857142857146,37.04
Workplaces,2020-08-12,63.142857142857146,37.04
Retail & recreation,2020-08-12,78.71428571428571,37.04
Grocery & pharmacy,2020-08-12,87.85714285714286,37.04
Residential,2020-08-12,109.28571428571429,37.04
Transit stations,2020-08-13,61.42857142857143,37.04
Workplaces,2020-08-13,62.857142857142854,37.04
Retail & recreation,2020-08-13,78.57142857142857,37.04
Grocery & pharmacy,2020-08-13,87.42857142857143,37.04
Residential,2020-08-13,109.57142857142857,37.04
Transit stations,2020-08-14,61.285714285714285,37.04
Workplaces,2020-08-14,62.857142857142854,37.04
Retail & recreation,2020-08-14,78.85714285714286,37.04
Grocery & pharmacy,2020-08-14,87,37.04
Residential,2020-08-14,109.57142857142857,37.04
Transit stations,2020-08-15,61.285714285714285,37.04
Workplaces,2020-08-15,63.142857142857146,37.04
Retail & recreation,2020-08-15,79.14285714285714,37.04
Grocery & pharmacy,2020-08-15,86.71428571428571,37.04
Residential,2020-08-15,109.57142857142857,37.04
Transit stations,2020-08-16,61,37.04
Workplaces,2020-08-16,63.285714285714285,37.04
Retail & recreation,2020-08-16,79,37.04
Grocery & pharmacy,2020-08-16,85.85714285714286,37.04
Residential,2020-08-16,109.71428571428571,37.04
Transit stations,2020-08-17,61.42857142857143,37.04
Workplaces,2020-08-17,63.57142857142857,37.04
Retail & recreation,2020-08-17,79.71428571428571,37.04
Grocery & pharmacy,2020-08-17,85.85714285714286,37.04
Residential,2020-08-17,109.42857142857143,37.04
Transit stations,2020-08-18,61.285714285714285,37.04
Workplaces,2020-08-18,63.714285714285715,37.04
Retail & recreation,2020-08-18,79.71428571428571,37.04
Grocery & pharmacy,2020-08-18,85.71428571428571,37.04
Residential,2020-08-18,109.42857142857143,37.04
Transit stations,2020-08-19,61.42857142857143,37.04
